problem_id,matrix_id,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
5,24,0.754044530124372,0.780844451935091,0.8199287327532905,0.8757864885864345,0.7544901081129651,0.7757706329766818,0.8152442936470529,0.8726089762403259,-62.38438832357792,-55.58682968368737,-45.67345409117351,-31.505637727745892,-62.46805168261966,-57.053390314793404,-47.00962932452941,-32.41363920188911,0.7686664746900495,0.710249761235159,1,0.1,0.10300000000000001,0.970873786407767,0.25,0.231,1.0822510822510822,0.53,0.364,1.4560439560439562,0.007094485067194234,12472.198635718352,0.2632617932987307,7.475895126986452,28.397189859233922,0.06594627862629687,0.41540474045152065,3.2319756625672222,0.45719746528172067,0.8584415315798061,2.2072072072072073,22.199661191199525,1.586586586586587,0.6503006012024048,0.8743374489145562,0.919410166994778,0.6012737329840163,0.12376058815440048,-0.5618679891473539,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11339214974162577,0.1133926735918425,0.9986149187642651,0.10568932004907791
5,24,0.6866683985256142,0.7823022623005473,0.8222936473921989,0.8792941547716856,0.6832214549359544,0.7827475093157271,0.821134380695425,0.876647422886601,-79.45788272890132,-55.20605400500688,-45.064623099772916,-30.60984225566014,-80.53465143624953,-55.23212945932809,-45.47303006808909,-31.35994200485456,0.8167304522774541,0.5877897619502002,1,0.1,0.101,0.9900990099009901,0.25,0.23700000000000002,1.0548523206751055,0.515,0.35800000000000004,1.4385474860335195,0.003877278712527743,12594.085056136568,0.8097310315082862,5.407527731796499,6.678177717511821,0.04144602581706225,0.4689571546555875,2.522282136731134,0.5286168179033494,0.8661013462087424,2.2272272272272273,26.694784940343236,1.606606606606607,0.6412825651302605,0.8880987601287478,0.923499008228892,0.6213063695888857,0.11882501299217349,-0.542706795375936,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11679038808929525,0.11679131466684181,0.9987600211056968,0.10639638836838627
5,24,0.7917207349419011,0.7853847807503972,0.8196154909662441,0.885498853705469,0.7972711131195168,0.7817877414895208,0.8139399863842084,0.8805918393910664,-52.82539899301088,-54.43237272644646,-45.75051510388457,-29.040666801270305,-51.58716884277567,-55.52712687649654,-47.34554352358069,-30.385057784931547,0.6969641570587577,0.41987624943912927,2,0.1,0.1,1.0,0.25,0.25,1.0,0.511,0.34199999999999997,1.4941520467836258,-0.0017960351022412446,12321.353480390497,0.3306617080291857,6.558340052184532,19.833987102025322,0.02966972394754286,0.4226244114985146,3.506726924896575,0.4737435696476586,0.8695221167067437,2.1871871871871877,21.199534575360687,1.606606606606607,0.6442885771543087,0.8649383409073386,0.9173364557231675,0.6042425594653258,0.12583298400583418,-0.5618958244494419,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11695045757218452,0.11695307554987795,0.9986755403413133,0.10707719838821973
5,24,0.7601934281691731,0.8222835639343546,0.852001718735821,0.8898246423163578,0.7632561106316001,0.8224836942762348,0.846603780099958,0.8887858825474466,-60.845297193619814,-45.09138046572542,-37.55109519690956,-27.95441480396005,-60.2714673039448,-45.19300686024417,-39.052392342288556,-28.313457473649834,0.683067216610098,0.20711895139118885,1,0.1,0.101,0.9900990099009901,0.25,0.259,0.9652509652509652,0.5109999999999999,0.36499999999999994,1.4,-0.0003174940340180399,12358.939783726533,0.31974958881958515,5.0401691439864775,15.762863566433957,0.028116977397399823,0.38786554501000725,2.66460580952419,0.4282538792188598,0.8721677254233259,2.1871871871871877,25.492146544514203,1.626626626626627,0.654308617234469,0.8287969009255512,0.9104790631864381,0.5618560500831034,0.13204072297539343,-0.5589169315444987,0.9,0.9,0.09090909090909091,0.9090909090909091,0.12216116542174522,0.12215989770418749,0.9985981094677315,0.1131039034891061
5,24,0.7401493519910017,0.7857263140660664,0.8257701791863804,0.8781134171105947,0.7318794696683447,0.7832206730411374,0.8229468114927779,0.8768181256174904,-65.9322855645456,-54.36797621330021,-44.207587657604705,-30.926461223497284,-68.26093232737063,-55.18995113581133,-45.07605480299091,-31.36093152129058,0.7047685598861592,0.441513378234335,2,0.1,0.10400000000000001,0.9615384615384615,0.25,0.23900000000000002,1.0460251046025104,0.488,0.31999999999999995,1.5250000000000001,0.005660351764768867,12749.645410076868,0.3722925339992815,7.736066293839301,20.77953648636486,0.07596664743191939,0.4765599956599118,1.6759732687034579,0.516640161386752,0.8717727979775869,2.1871871871871877,22.199661191199525,1.606606606606607,0.6282565130260521,0.8595997097567288,0.9126361502808857,0.5799496271526426,0.1306477523564156,-0.5606020058948291,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11799671974973719,0.1179966984147488,0.9987279975405545,0.10785434333517635
5,24,0.768139836862993,0.819584298740336,0.8303277674095554,0.8748797558840735,0.7762179786539206,0.8152608316065173,0.8276301115662137,0.8725189107374888,-58.81125618120197,-45.762384888962316,-43.03730749907527,-31.736709879774082,-56.921061391118315,-46.99014461580563,-43.84390194753979,-32.426013781044816,0.7703635064559856,0.7743348633346607,3,0.1,0.101,0.9900990099009901,0.25,0.23399999999999999,1.0683760683760684,0.531,0.366,1.4508196721311477,0.0002717043989420853,12570.396794433349,0.05565242682480363,6.425508144607011,115.4578247743769,0.039055142068423865,0.4248067014665504,2.2713065442957947,0.46374321699162546,0.8801973859169699,2.2072072072072073,24.34368873543108,1.606606606606607,0.6633266533066132,0.8653751069392926,0.909092788615789,0.59912867804631,0.13366629514634945,-0.5648760587125681,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1172241106394732,0.11722616132232193,0.9986701716013916,0.1075227179171079
5,24,0.7713185824596833,0.8032532433951136,0.8425761784241198,0.8757903769165719,0.7698433694929605,0.7995937554292704,0.8369482565952775,0.87547659200345,-57.98752445475381,-49.88974391855848,-39.91849360380482,-31.496256379450756,-58.48226335186905,-50.92275962906061,-41.4310679504178,-31.64110772686925,1.00371797397726,1.553930165550999,3,0.1,0.101,0.9900990099009901,0.25,0.24500000000000002,1.020408163265306,0.5210000000000001,0.339,1.5368731563421831,-0.0022327318356001324,12524.781919439856,0.16582191754363815,4.263875361453477,25.713581320342552,0.051539694897576815,0.4484225195117518,2.817834647080143,0.5140878279930216,0.8728527599310774,2.2072072072072073,19.33242287555043,1.606606606606607,0.625250501002004,0.8670508412610722,0.913898919150883,0.6004845261003517,0.12752443116158863,-0.5367430639866508,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11781454405986838,0.11781521198223407,0.9988219429047814,0.10781982603334458
5,24,0.7307699107868307,0.7634473102938825,0.8138490310290686,0.8691873655910907,0.7321524192528327,0.768123730104709,0.8097638452503826,0.8666210524946979,-68.26423144749023,-59.97876242888705,-47.19922972630599,-33.1680013093756,-68.03207312283013,-58.895522987218044,-48.31912222029234,-33.87764893905168,0.722792145111024,0.4729162585285671,2,0.1,0.101,0.9900990099009901,0.25,0.22999999999999998,1.0869565217391306,0.5040000000000001,0.361,1.3961218836565101,-0.0011705826845298528,12532.890040735296,0.11257176752314974,6.605662694841022,58.67956806738959,0.05587108335863655,0.4753622065163049,2.2986807315911277,0.5404965754413449,0.8844687951937784,2.2072072072072073,22.199661191199525,1.606606606606607,0.6633266533066132,0.8574595686345002,0.9176999999672036,0.5850949073684993,0.1253558438107771,-0.5671942867196905,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1157226802348629,0.11571815725593308,0.9987742553608983,0.10529201720087746
5,24,0.776537488340937,0.8016579089119049,0.8359494905826313,0.8816168502194467,0.7865349412209153,0.8047172567925338,0.8368990383100557,0.8794885204599836,-56.680716426019075,-50.30898353751684,-41.61100819459406,-30.027594751857094,-54.28002513508153,-49.65661485947845,-41.47341185822947,-30.643732402442595,0.7945635687506312,0.40575526544218343,1,0.1,0.1,1.0,0.25,0.24100000000000002,1.0373443983402488,0.49799999999999994,0.34500000000000003,1.4434782608695649,0.004566613950276022,12313.383660114112,0.200558257549165,6.890953910361253,34.35886407555171,0.03807430060883954,0.4386485331073333,2.239698871784837,0.47727321496824027,0.8596705089850378,2.1871871871871877,20.244465099768018,1.606606606606607,0.6332665330661322,0.821703643775969,0.9179543024999112,0.5951433144589355,0.12228001581545649,-0.5326816509700905,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11586131954425571,0.11586557658696355,0.9986555677978618,0.10689622150745955
5,24,0.8082454284008032,0.8255547806936709,0.8497314860093311,0.8894204465535985,0.7831910581803262,0.8200207077952641,0.8488635147246576,0.888400174093966,-48.63394752669092,-44.243845511851305,-38.11200412791942,-28.045851293068864,-55.1163685911921,-45.75367106486166,-38.42135919348485,-28.370495643421293,0.8101091059158028,0.9311904905189334,2,0.1,0.10400000000000001,0.9615384615384615,0.25,0.24700000000000003,1.0121457489878543,0.53,0.336,1.5773809523809523,-0.004247084929009937,12591.624085279022,0.1041076539084127,3.710321096062057,35.639272971477794,0.05146898068071326,0.45215946914324767,3.206348562001787,0.5156950721261895,0.888475041361614,2.1671671671671673,22.199661191199525,1.606606606606607,0.6332665330661322,0.828003069925765,0.9127820085561,0.5701637956690828,0.1305543362667539,-0.5640591710587164,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11774306160710417,0.11774679663292989,0.998667988797746,0.10860538053581953
